Affiliation,Country,count,latitude,longitude
CHU Habib Bourguiba,Tunisia,1,36.8002068,10.1857757
CHU UCL Namur,Belgium,1,50.46009125,4.843739738
Chukyo University,Japan,1,35.14187655,136.963772
Chula Logistics and Supply Chain Management Program,Thailand,1,14.8971921,100.83273
Chula Phar Tech Co. Ltd.,Thailand,1,14.8971921,100.83273
Chulabhorn Hospital,Thailand,1,13.8806873,100.578084
Chulachomklao Royal Military Acade.my,Thailand,1,14.8971921,100.83273
Chulanongkorn University,Thailand,1,14.8971921,100.83273
Chulaphorn Institute,Thailand,1,14.8971921,100.83273
Chumphae Hospital,Thailand,1,14.8971921,100.83273
Chung Yuan University,China,1,24.957069,121.2425976
Chungbuk National University Hospital,South Korea,1,36.6231581,127.4612249
"Chungbuk National University, College of Medicine",South Korea,1,36.638392,127.6961188
Chutoen General Medical Center,Japan,1,36.5748441,139.2394179
Chuuk State Department of Health Services,Federated States of Micronesia,1,8.6062347,151.8327443
CIC biomaGUNE,Spain,1,39.3260685,-4.8379791
Cicendo Eye Hospital,Indonesia,1,-6.9099109,107.6047159
Cirurgia Minimamente Invasiva E Endoscopia da Coluna,Brazil,1,-10.3333333,-53.2
City Cancer Center,India,1,30.6790297,-88.19782592
City Children Clinical Outpatient Hospital #5,Russian Federation,1,64.6863136,97.7453061
City Hospital,Belarus,1,52.4893357,-1.930563676
CITY OF KENT,United States,1,41.1566688,-81.35560816
City of Minot,United States,1,-38.0009778,145.1727576
Civicnet Institute,Thailand,1,14.8971921,100.83273
CJ CheilJedang Corporation,South Korea,1,36.638392,127.6961188
CK St. Mary's Eye Center,South Korea,1,36.638392,127.6961188
Clarkson University,United States,1,44.65958875,-75.00623975
"CLEALINKTECHNOLOGY Co., Ltd.",Japan,1,36.5748441,139.2394179
Cleveland Alzheimer’s Disease Research Center,United States,1,39.7837304,-100.445882
Cleveland Clinic Florida,United States,1,27.1710872,-80.2949352
Cleveland Clinic Lou Ruvo Center for Brain Health,United States,1,36.16727885,-115.1546719
Clinic Montchoisi Teaching Centre,Switzerland,1,46.7985624,8.2319736
Cl?nica Dermatol?gica de Moragas,Spain,1,39.3260685,-4.8379791
Cl?nica Infantil Colsubsidio,Colombia,1,4.6521603,-74.06096958
Cl?nica Las Am?ricas,Colombia,1,18.41975195,-66.06916875
Cl?nica Medilaser,Colombia,1,2.9307931,-75.2880448
Cl?nica Oftalmol?gica Pasteur,Chile,1,-31.7613365,-71.3187697
Clinica San Carlo,Italy,1,45.5445414,10.1998805
Cl?nica S?o Germano,Brazil,1,-21.302458,-50.34583044
Cl?nica Uros,Colombia,1,-5.0856713,-42.8073558
Clinica Veterinaria dell'Orologio,Italy,1,42.6384261,12.674297
Clinica Veterinaria Roma Sud,Italy,1,42.6384261,12.674297
Clinica Veterinaria Santafara,Italy,1,42.6384261,12.674297
Cl?nicaAnglo American,Peru,1,-6.8699697,-75.0458515
Clinical Hospital Center Bezanijska Kosa,Serbia,1,44.02432285,21.07657433
Clinical Hospital Centre Zemun,Serbia,1,44.02432285,21.07657433
Clinical Hospital of Infectious Diseases and Pneumophthisiology Dr. Victor Babes Timisoara,Romania,1,45.9852129,24.6859225
Clinical Neurology Research Center,Iran,1,32.6475314,54.5643516
Clinical Oncology Dispensary,Russian Federation,1,64.6863136,97.7453061
Clinical Research Malaysia,Malaysia,1,5.4187641,100.3115222
Clinical Research Solutions,United States,1,39.7837304,-100.445882
Cl?nicas del Centro M?dico,Guatemala,1,14.63273315,-90.5232326
Clinique de M?decine Urbaine du Quartier Latin,Canada,1,61.0666922,-107.991707
Clinique Pasteur,France,1,43.5947924,1.416708484
Clinique Saint-Yves,France,1,48.10188485,-1.6632434
Clinvet,United States,1,-12.70921915,-38.32585995
CMAX Clinical Research Pty Ltd,Australia,1,-24.7761086,134.755
CMB Foundation,Thailand,1,14.8971921,100.83273
CMH Medical Centre,Malaysia,1,4.5693754,102.2656823
CMMU Bangkok,Thailand,1,13.76890335,100.549745
CMOSH Medical College,Bangladesh,1,24.4769288,90.2934413
CNS-Campus Neurol?gico S?nior,Portugal,1,39.6621648,-8.1353519
CO + RE,Thailand,1,39.766667,78.25
Coalition for Epidemic Preparedness Innovations (CEPI),Norway,1,64.5731537,11.52803644
Coastal Ocean Research Institute/Ocean Wise Conservation Association,Canada,1,61.0666922,-107.991707
Cochin University of Science and Technology,India,1,10.0449079,76.32614368
Coffee Club Thailand,Thailand,1,13.7203539,100.5844381
COHRED,Switzerland,1,46.229608,6.1289262
Colby College,United States,1,44.56118735,-69.65845831
Colchester Hospital,United Kingdom,1,51.9098061,0.899438496
Cole Hair Transplant Group,United States,1,39.7837304,-100.445882
Collaboration Complex,Japan,1,36.5748441,139.2394179
Collaboration for Research in Intensive Care (CRIC),Denmark,1,55.670249,10.3333283
Collaborative Innovation Center for Biodiversity and Conservation in the Three Parallel Rivers Region of China,China,1,35.0000663,104.999955
Collaborative Innovation Center of Chemical Science and Engineering (Tianjin),China,1,35.0000663,104.999955
"College of Agriculture &amp; Biotechnology, Zhejiang University",China,1,35.0000663,104.999955
"College of Business, Law and Governance",Australia,1,-24.7761086,134.755
"College of Chemical and Biological Engineering, Zhejiang University",China,1,35.0000663,104.999955
"College of Energy Engineering, Zhejiang University",China,1,35.0000663,104.999955
"College of Engineering, National Taiwan University",Taiwan,1,23.5983227,120.8353769
College of Forest Resources,United States,1,40.8047972,-77.86395818
College of Health and Human Sciences,United States,1,39.7837304,-100.445882
College of Health Sciences,United States,1,5.637016,-0.182906457
College of Health Sciences,South Africa,1,5.637016,-0.182906457
College of Medicine,United Arab Emirates,1,14.575603,120.9856213
College of Medicine and Health,Ireland,1,17.29466495,-62.75160201
"College of Medicine, University of Lagos",Nigeria,1,9.6000359,7.9999721
College of Medicine-Riyadh,Saudi Arabia,1,24.8408026,46.7205073
College of Natural Sciences,South Korea,1,37.45886425,126.9495554
College of Nursing,United States,1,41.87002785,-87.67534639
College of Pharmacy,United States,1,40.72138445,-73.79530871
College of Physicians and Surgeons,Pakistan,1,40.84142685,-73.94145429
College of Public Health Sciences,Thailand,1,14.8971921,100.83273
College of Saint Benedict and Saint John’s University,United States,1,39.7837304,-100.445882
College of Science,Egypt,1,53.33918195,-6.25420418
College of Technological Studies Kuwait,Kuwait,1,29.3796532,47.9734174
Colorado Mesa University,United States,1,39.0819157,-108.5559956
Colorobbia Consulting-Cericol,Italy,1,42.6384261,12.674297
Columbia Asia Hospital,Malaysia,1,3.1180471,101.6378698
Columbia Business School,United States,1,39.7837304,-100.445882
Columbia University School of Nursing,United States,1,39.7837304,-100.445882
Comisi?n Nacional para el Conocimiento y Uso de la Biodiversidad,Mexico,1,19.30129255,-99.18637463
Commission on Higher Education,Thailand,1,14.6536208,121.0581081
Committee for Guideline Development of Association for Dental Education,Taiwan,1,23.5983227,120.8353769
Commonwealth Veterinary Association,India,1,22.3511148,78.6677428
Community Pharmacy Association (CPA),Thailand,1,14.8971921,100.83273
Community Science And Data Center/NSFa S NOIRLab.,United States,1,39.7837304,-100.445882
Complejo Asistencial Universitario de Burgos,Spain,1,39.3260685,-4.8379791
Complejo Hospitalario de Navarra,Spain,1,42.8050914,-1.668562493
"COMSATS University Islamabad, Sahiwal Campus",Pakistan,1,30.3308401,71.247499
Concord General Hospital,Australia,1,-24.7761086,134.755
Concordia University-Portland,United States,1,45.5701618,-122.6374041
Conde de S. Januario Central Hospital,Macao,1,22.1757605,113.5514142
Conde S. Janu?rio Hospital,China,1,22.1938915,113.5466327
Congolese Foundation for Medical Research,Congo,1,-2.9814344,23.8222636
Connecticut Agricultural Experiment Station,United States,1,41.33091245,-72.91889743
Connecticut College,United States,1,41.37913335,-72.10653061
Conquest Hospital,United Kingdom,1,50.885077,0.567871
Conservation Medicine,Malaysia,1,-36.86291595,174.71898
Consorci Sanitari Integral—Hospital Moises Broggi Sant Joan,Spain,1,39.3260685,-4.8379791
Consortium for Clinical Research and Innovation,Singapore,1,1.357107,103.8194992
Consorzio Nazionale Interuniversitario per le Telecomunicazioni,Italy,1,42.6384261,12.674297
Constantine the Philosopher University in Nitra,Slovakia,1,48.7411522,19.4528646
Constructor University Bremen,Germany,1,53.1677233,8.651165679
Cooper University Hospital,United States,1,39.94122495,-75.11638647
Copernicus Institute of Sustainable Development,Netherlands,1,52.2434979,5.6343227
Coral Guardian,France,1,25.7611111,-80.2580556
Corazon Locsin Montelibano Memorial Regional Hospital,Philippines,1,10.6718442,122.9503534
CORE Group Polio Project - India,India,1,22.3511148,78.6677428
Cornell College of Medicine,United States,1,42.46098525,-76.45480002
Cornell NanoScale Science &amp; Technology Facility,United States,1,39.7837304,-100.445882
Corporaci? Sanit?ria Parc Taul?,Spain,1,39.3260685,-4.8379791
Council of Europe,France,1,48.5949208,7.7718997
Council of Scientific and Industrial Research India,India,1,12.9882253,80.24477035
Countess of Chester Hospital NHS Foundation Trust,United Kingdom,1,54.7023545,-3.2765753
Counties Manukau Health,New Zealand,1,-41.5000831,172.8344077
County Clinic Hospital,Romania,1,0.0148724,37.8027662
County Hospital Hereford,United Kingdom,1,52.0578524,-2.7057022
County Hospital Timisoara,Romania,1,45.9852129,24.6859225
Cp All Public Company Limited,Thailand,1,14.8971921,100.83273
Cpf Food Research and Development Center,Thailand,1,14.8971921,100.83273
Cphbusiness - Laboratory and Environment,Denmark,1,55.670249,10.3333283
CPL Group Public Company Limited,Thailand,1,14.8971921,100.83273
CQUniversity Australia,Australia,1,-24.7761086,134.755
Craigavon Area Hospital,United Kingdom,1,54.4344198,-6.411069426
Cranfield School of Management,United Kingdom,1,52.07475945,-0.62570522
CREA Research Centre for Agriculture and Environment,Italy,1,42.6384261,12.674297
CRIFM Clinical Research Institute of Fetal Medicine,Japan,1,36.5748441,139.2394179
CRIFM Clinical Research Institute of Fetal Medicine PMC,Japan,1,36.5748441,139.2394179
Critical Care Unit,Spain,1,51.44543395,0.078788541
Critical Care Unit (CINP),Uruguay,1,-32.8755548,-56.0201525
Crown Agents,Sierra Leone,1,23.7827391,90.4160085
Crown Bioscience Inc. (Beijing),China,1,35.0000663,104.999955
Croydon University Hospital,United Kingdom,1,51.390023,-0.110266799
Cruses University Hospital,Spain,1,39.3260685,-4.8379791
CSDS,Thailand,1,28.67779445,77.21826709
CSIC - Centro Nacional de Biotecnologia (CNB),Spain,1,40.54462405,-3.690117786
CSIC - Instituto Cajal (IC),Spain,1,39.3260685,-4.8379791
CSIC - Instituto de Ciencia de Materiales de Madrid (ICMM),Spain,1,39.3260685,-4.8379791
CSIC - Instituto de Investigaciones Marinas (IIM),Spain,1,42.22591625,-8.752269071
CSIC - Instituto de Investigaciones Quimicas y Ambientales Josep Pascual Vila (IIAQB),Spain,1,39.3260685,-4.8379791
CSIC - Instituto de Parasitologia y Biomedicina Lopez Neyra (IPBLN),Spain,1,39.3260685,-4.8379791
CSIC - Instituto de Quimica Avanzada de Cataluna (IQAC),Spain,1,39.3260685,-4.8379791
CSIC - Instituto de Recursos Naturales y Agrobiologia de Sevilla (IRNAS),Spain,1,39.3260685,-4.8379791
CSIC-GV-UV - Centro de Investigaciones sobre Desertificaci?n,Spain,1,39.3260685,-4.8379791
CSIC-ICUB - Instituto Botanico de Barcelona (IBB),Spain,1,39.3260685,-4.8379791
CSIC-INIA - Instituto Nacional de Investigaci?n y Tecnolog?a Agraria y Alimentaria,Spain,1,39.3260685,-4.8379791
CSIC-INIA-CIFOR - Centro de Investigaci?n Forestal,Spain,1,39.3260685,-4.8379791
CSIC-JA-USE-Instituto de Bioquimica Vegetal y Fotosintesis,Spain,1,39.3260685,-4.8379791
CSIC-UPF - Instituto de Biologia Evolutiva (IBE),Spain,1,39.3260685,-4.8379791
CSIR?Central Institute of Mining and Fuel Research (CIMFR),India,1,22.3511148,78.6677428
CSIR-Institute of Microbial Technology,India,1,22.3511148,78.6677428
CSIR-National Physical Laboratory,India,1,22.3511148,78.6677428
CSIRO Agriculture and Food,Australia,1,-24.7761086,134.755
"CSIRO Agriculture Flagship, Brisbane",Australia,1,-24.7761086,134.755
CSIRO Energy,Australia,1,-24.7761086,134.755
CSIRO Health and Biosecurity,Australia,1,-24.7761086,134.755
CSIRO Oceans and Atmosphere,Australia,1,-24.7761086,134.755
CTBC Business School,Taiwan,1,23.5983227,120.8353769
CU - TMDU Research and Education Collaboration Center,Thailand,1,14.8971921,100.83273
Cuidados Intensivos Pedi?tricos Especializados (CIPe) Casa de Galicia,Uruguay,1,-32.8755548,-56.0201525
?ukurova ?niversitesi Tip Fak?ltesi,Turkey,1,37.0563328,35.3621447
Cumberland Infirmary,United Kingdom,1,54.89599145,-2.955682342
Curtin Medical School,Australia,1,-35.28227785,149.1143618
CUSAR,Thailand,1,42.0640185,47.11864038
Customer Experience Insight Pty Ltd,Australia,1,-24.7761086,134.755
CVR College of Engineering,India,1,17.1965615,78.59862514
CWF Labs: Transdisciplinary Healthcare &amp; Research,India,1,22.3511148,78.6677428
Cwm Taf Morgannwg University Health Board,United Kingdom,1,54.7023545,-3.2765753
CY Cergy Paris Universit?,France,1,49.0394375,2.075560272
CybSecBCML,United States,1,39.7837304,-100.445882
Cyprumed GmbH,Austria,1,47.59397,14.12456
Cyprus Institute of Neurology and Genetics,Cyprus,1,35.1680761,33.31497345
Cyprus University of Technology,Cyprus,1,34.67640715,33.04478437
Cyrex Labs LLC,United States,1,39.7837304,-100.445882
"D Y Patil University, Navi Mumbai",India,1,22.3511148,78.6677428
D. Rogachev Federal Research Center of Pediatric Hematology,Russian Federation,1,64.6863136,97.7453061
D.A.V. College Muzaffarnagar,India,1,22.3511148,78.6677428
Da Nang University of Medical Technology and Pharmacy,Viet Nam,1,15.9266657,107.9650855
Daegu International School,South Korea,1,35.92016795,128.6442114
Daejeon St. Mary's Hospital,South Korea,1,36.638392,127.6961188
Dagon University,Myanmar,1,16.91247345,96.21190328
Daido Hospital,Japan,1,35.714343,139.709798
"Daiichi Sankyo, Inc.",United States,1,39.7837304,-100.445882
Daiichi University of Pharmacy,Japan,1,36.5748441,139.2394179
Dairy Farming Promotion Organization of Thailand (D.P.O.),Thailand,1,14.8971921,100.83273
Dairy Farming Promotion Organization of Thailand (DPO),Thailand,1,14.8971921,100.83273
Dalian Maritime University,China,1,38.8701106,121.5230701
Dalian SEM Bio-Engineering Technology Co. Ltd.,China,1,35.0000663,104.999955
Dalton Cardiovascular Research Center,United States,1,38.9326435,-92.33873611
Damansara Specialist Hospital,Malaysia,1,3.1373862,101.62754
Damascus University,Syrian Arab Republic,1,33.5108145,36.28373813
Damghan University,Iran,1,36.1684627,54.32371444
Daneshgahe Shahid Bahonar-e-Kerman,Iran,1,32.6475314,54.5643516
Daniel K. Inouye College of Pharmacy University of Hawai,United States,1,39.7837304,-100.445882
Danish Centre for Particle Therapy,Denmark,1,55.670249,10.3333283
"Dankook University, College of Dentistry",South Korea,1,36.638392,127.6961188
Danmarks Institut for P?dagogik og Uddannelse,Denmark,1,55.670249,10.3333283
Danone Nutricia Reseach,Singapore,1,1.357107,103.8194992
Danube Private University (DPU),Austria,1,48.3988358,15.5707075
Darent Valley Hospital,United Kingdom,1,51.4348286,0.25852783
Darlington Memorial Hospital,United Kingdom,1,54.5306627,-1.563635512
Dartmouth-Hitchcock,United States,1,43.0101234,-71.4229131
Data Center and Health Outcomes Research Unit,Italy,1,42.6384261,12.674297
Davita Germany,Germany,1,50.8678431,12.0536482
DaVita HealthCare Partners Inc,United States,1,39.7837304,-100.445882
DaVita HealthCare Partners Inc.,United States,1,39.7837304,-100.445882
Dayananda Sagar College of Engineering,India,1,22.3511148,78.6677428
De La Salle-College Of Saint Benilde,Philippines,1,14.5637938,120.9951601
Debreceni Egyetem Term?szettudom?nyi ?s Technol?giai Kar,Hungary,1,47.1817585,19.5060937
Deenanath Mangeshkar Hospital &amp; Research Center,India,1,22.3511148,78.6677428
Deepwell Drilling Technologies (PVT) Ltd,Sri Lanka,1,7.5554942,80.7137847
Defence Research and Development Organisation India,India,1,21.44368135,87.01758475
Defence Services General Hospital,Myanmar,1,16.9222035,96.1326857
Defence Services Medical Research Centre (DSMRC),Myanmar,1,17.1750495,95.9999652
Defenders of Wildlife,United States,1,38.9049218,-77.0387451
Defense Threat Reduction Agency (DTRA),United States,1,39.7837304,-100.445882
Delft University of Technology,Netherlands,1,51.99882735,4.373960368
Delhi Dermatology Group,India,1,22.3511148,78.6677428
Delhi Pharmaceutical Sciences and Research University,India,1,28.5170319,77.22417041
Deltares,Netherlands,1,52.08817975,5.159355959
DeMed Clinic,Thailand,1,55.9083425,37.7337267
Dementia Research Centre,United Kingdom,1,54.7023545,-3.2765753
Demiroglu Bilim University,Turkey,1,38.9597594,34.9249653
Denla Kindergarten,Thailand,1,14.8971921,100.83273
Denso International Thailand,Thailand,1,14.8971921,100.83273
Dental Department,Thailand,1,51.3902698,-0.1097438
Dental Home Clinic,Thailand,1,7.848038,98.2956724
Dental hospital,Thailand,1,51.4585578,-2.595021091
"Dental Hospital, Mahidol University Faculty of Dentistry",Thailand,1,14.8971921,100.83273
Dental Public Health Researcher (Freelance),Thailand,1,14.8971921,100.83273
Dentaland Clinic,Thailand,1,14.8971921,100.83273
Denver Health,United States,1,39.7273281,-104.9912085
Denver Police Crime Lab-Forensics and Evidence Division,United States,1,39.7837304,-100.445882
Departamento de cirurgia—UNIFIPA,Brazil,1,-10.3333333,-53.2
Departamento de Diagnostico Laboratorial,Portugal,1,39.6621648,-8.1353519
Departement Elektrotechniek (ESAT),Belgium,1,50.6402809,4.6667145
Department of Architecture and Architectural Engineering,Japan,1,36.5748441,139.2394179
Department of Cell and Developmental Biology,United States,1,39.7837304,-100.445882
Department of Chemical and Biochemical Engineering,United States,1,39.7837304,-100.445882
Department of Chemical Engineering and Analytical Science,United Kingdom,1,54.7023545,-3.2765753
Department of Computer Science and Engineering,United States,1,12.98916365,80.22955577
"Department of Emergency Medicine, University of California Irvine",United States,1,39.7837304,-100.445882
Department of Engineering,United Kingdom,1,52.19796075,0.120324959
Department of Epidemiology,United States,1,47.0337013,28.8180382
"Department of Hydraulic Engineering, TU Delft",Netherlands,1,52.2434979,5.6343227
Department of Landscape Architecture and Rural Systems Engineering,South Korea,1,36.638392,127.6961188
Department of Mechanical Engineering,Australia,1,45.5009243,9.1580092
"Department of Medicine, The University of Chicago",United States,1,39.7837304,-100.445882
"Department of Microbiology, The University of Chicago",United States,1,39.7837304,-100.445882
Department of Pediatrics,United States,1,39.5477253,-119.8163997
Department of Polymer Chemistry,Japan,1,36.5748441,139.2394179
Department of Psychiatry,United States,1,31.5696419,74.3176814
Department of Psychiatry,United Kingdom,1,31.5696419,74.3176814
Department of Radiology,United Kingdom,1,38.80872405,-76.89536179
"Department of Surgery, The University of Chicago",United States,1,39.7837304,-100.445882
Departments of Anatomy,Australia,1,-0.61689935,30.6563819
Departments of Urology,United States,1,39.7837304,-100.445882
DePauw University,United States,1,39.63804945,-86.86687366
Dermatology &amp; STDs and University of Health Sciences,Cambodia,1,12.5433216,104.8144914
Derriford Hospital,United Kingdom,1,50.41716605,-4.116519031
Deshbandhu College,India,1,28.53977295,77.25561955
Det Medisinske Fakultet,Norway,1,63.4206273,10.3927554
Deutsche Gesellschaft f?r Internationale Zusammenarbeit (GIZ),Cambodia,1,-22.563017,17.0750551
Deutsches Diabetes-Zentrum,Germany,1,51.2048568,6.7873219
Deutsches GeoForschungsZentrum (GFZ),Germany,1,52.3823883,13.0640987
Deutsches Institut f?r Internationale P?dagogische Forschung,Germany,1,51.1638175,10.4478313
Deutsches Primatenzentrum,Germany,1,51.5621428,9.949806957
Dev Care Foundation,Bangladesh,1,24.4769288,90.2934413
Dhaanish Ahmed College of Engineering,India,1,12.87122675,79.9959195
Dhaka Medical College,Bangladesh,1,23.7264545,90.3972526
Dhaka Shishu Hospital,Bangladesh,1,23.8212392,90.3730252
Dharma Appa Rao College,India,1,22.3511148,78.6677428
DHQ Hospital Jhelum,Pakistan,1,30.3308401,71.247499
"Diabetes Foundation (India), New Delhi",India,1,22.3511148,78.6677428
Diagnostic Imaging,Italy,1,24.4184785,54.4531505
Diagn?sticos da Am?rica SA,Brazil,1,-10.3333333,-53.2
Diakonhjemmet Sykehus,Norway,1,59.93627835,10.70487562
Di?logos Guatemala,Guatemala,1,15.5855545,-90.345759
Dialysis Center of St. Petersburg,Russian Federation,1,64.6863136,97.7453061
Dialysis Policy and Practice Program (Di3P),Thailand,1,14.8971921,100.83273
"Diana, Princess of Wales Hospital",United Kingdom,1,54.7023545,-3.2765753
Digestive Center for Diagnosis and Treatment,Syrian Arab Republic,1,34.6401861,39.0494106
Digestive Diseases Research Center,Iran,1,32.6475314,54.5643516
Digital Economy Promotion Agency,Thailand,1,14.8971921,100.83273
Digital Lab Research and Development Sri Lanka Telecom. PLC,Sri Lanka,1,7.5554942,80.7137847
Dijklander Ziekenhuis,Netherlands,1,52.646442,5.0537582
Dipartimento di Management,Italy,1,41.906197,12.520129
Dipartimento di Medicina e Chirurgia,Italy,1,45.68953045,9.633459253
"Dipartimento di Medicina, Chirurgia e Odontoiatria “Scuola Medica Salernitana""",Italy,1,42.6384261,12.674297
Directorate General of Aquaculture,Indonesia,1,-2.4833826,117.8902853
Directorate General of Commerce Education and Management Sciences,Pakistan,1,30.3308401,71.247499
Directorate of Commerce Education and Management Sciences,Pakistan,1,30.3308401,71.247499
Directorate of Livestock and Fisheries Development,Nepal,1,28.3780464,83.9999901
Directorate of Malaria Control,Pakistan,1,30.3308401,71.247499
Directorate-General for Public Health,Spain,1,39.3260685,-4.8379791
Dirghayu Pokhara Hospital,Nepal,1,28.3780464,83.9999901
Disaster and Risk Management Information Systems Research Unit,Thailand,1,14.8971921,100.83273
Disaster Reduction and Human Renovation Institution,Japan,1,34.69833425,135.2153732
Discovery,United States,1,39.4653795,-77.3608176
Distance Learning University Switzerland,Switzerland,1,46.7985624,8.2319736
Ditmanson Medical Foundation Chia-Yi Christian Hospital,Taiwan,1,23.50152615,120.4519677
Division of Cardiology,Argentina,1,33.61560645,73.08064779
Division of Country Health Programme,Russian Federation,1,64.6863136,97.7453061
Division of Endocrinology and Metabolism,Thailand,1,14.8971921,100.83273
Division of Gastroenterology,Thailand,1,14.8971921,100.83273
Division of Hematology and Oncology Division of Gastroenterology,Thailand,1,14.8971921,100.83273
Division of Higher Invertebrates,United Kingdom,1,54.7023545,-3.2765753
Division of Medical Services,Thailand,1,34.0500476,-118.2342052
Division of Neonatology,South Africa,1,-28.8166236,24.991639
Division of Nephrology,United States,1,14.8971921,100.83273
Division of Nephrology,United States,1,39.7837304,-100.445882
Division of Neurology,United States,1,53.31739035,-6.209592159
Division of Nuclear Medicine,Thailand,1,23.7391216,90.3942607
Division of Occupational and Environmental Diseases,Thailand,1,14.8971921,100.83273
Division of Old Age Psychiatry,Netherlands,1,52.2434979,5.6343227
Division of Pediatric Pulmonary &amp; Critical Care,Thailand,1,14.8971921,100.83273
Division of Public Health,Thailand,1,35.85821245,-78.64065674
Division of Pulmonary,United States,1,39.7837304,-100.445882
Division of Pulmonary and Critical Care Medicine,United States,1,39.7837304,-100.445882
Division of Trauma,United States,1,13.0477799,80.2065495
Division of Water Resources Planning and Investigation for the South of Vietnam (DWRPIS),Viet Nam,1,15.9266657,107.9650855
DKD Helios Klinik Wiesbaden,Germany,1,50.08660675,8.269931423
DKSH (Thailand) Limited,Thailand,1,14.8971921,100.83273
DLD,Thailand,1,58.9235044,12.3062029
DLH Corporation,United States,1,34.0010826,74.8375981
"Dmitriy Rogachev National Center for Pediatric Hematology, Oncology and Immunology",Russian Federation,1,64.6863136,97.7453061
Dmitry Rogachev National Medical and Research Center of Pediatric Hematology,Russian Federation,1,64.6863136,97.7453061
Doctor Younger Clinic,Thailand,1,14.8971921,100.83273
Doctors for Life Medical,Singapore,1,0.3976782,32.5817044
Doheny Eye Institute,United States,1,34.0609725,-118.204129
Doi Pha Klong National Park,Thailand,1,18.1416149,100.0634313
Doi Suthep-Pui National Park,Thailand,1,18.8551747,98.87296936
DOJI Gold &amp; Gems Group in Hanoi,Viet Nam,1,15.9266657,107.9650855
Dominican Institute of Virological Studies,Dominican Republic,1,19.0974031,-70.3028026
Dominican Society of Gastroenterology,Dominican Republic,1,19.0974031,-70.3028026
Donau-Universit?t Krems,Austria,1,48.4078437,15.5863
Donders Centre voor Cognitive Neuroimaging,Netherlands,1,52.2434979,5.6343227
Dong Nai Technology University,Viet Nam,1,15.9266657,107.9650855
Dongguk University Gyeongju Hospital,South Korea,1,35.85833515,129.1966803
Dongguk University Ilsan Hospital,South Korea,1,37.6764245,126.8064782
"Dongguk University, Gyeongju",South Korea,1,35.86345765,129.1934843
Dongseo University,South Korea,1,35.14455185,129.010078
Dorset County Hospital,United Kingdom,1,50.71299805,-2.447657592
Dow Chemical (China) Investment Co. Ltd.,China,1,35.0000663,104.999955
Dow Chemical Thailand Ltd,Thailand,1,14.8971921,100.83273
Dow Deutschland Anlagen GmbH,Germany,1,51.1638175,10.4478313
Dr Kamashi Memorial Hospital,India,1,22.3511148,78.6677428
Dr. D. Y. Patil Dental College &amp; Hospital,India,1,22.3511148,78.6677428
"Dr. D.Y. Patil Medical College, Navi Mumbai",India,1,22.3511148,78.6677428
Dr. Dayaram Patel Pharmacy College,India,1,22.3511148,78.6677428
Dr. Horacio E. Oduber Hospital,Aruba,1,12.5013629,-69.9618475
Dr. Manninger Jen? Baleseti K?zpont,Hungary,1,47.1817585,19.5060937
Dr. Rajendra Prasad Central Agricultural University,India,1,22.3511148,78.6677428
Dr. Rajendra Prasad Government Medical College,India,1,32.0984839,76.3002425
Dr. Reddy's Laboratories Ltd. India,India,1,22.3511148,78.6677428
Dr. Shroff's Charity Eye Hospital,India,1,29.8846077,77.5020181
Dr. Sulaiman Al Habib Hospital,Saudi Arabia,1,24.56725375,46.64094863
Dr. Yewale Multispecialty Hospital for Children,India,1,22.3511148,78.6677428
Dr. Youth Clinic,South Korea,1,-21.0412199,31.6796489
Dr.Mahalingam College of Engineering &amp; Technology,India,1,22.3511148,78.6677428
Dracula Technologies,France,1,44.9374542,4.9300982
Drugs for Neglected Diseases initiative,Malaysia,1,-4.3212546,15.278627
Drugs for Neglected Diseases initiative,United States,1,-4.3212546,15.278627
DSO National Laboratories,Singapore,1,1.2885956,103.7865402
Dubai Medical College,United Arab Emirates,1,25.2504299,55.4174183
Duke Department of Pediatric Allergy and Immunology,United Kingdom,1,54.7023545,-3.2765753
Dumfries and Galloway Royal Infirmary,United Kingdom,1,55.0585018,-3.659270842
Dunedin Hospital,New Zealand,1,-45.86943755,170.5087334
Durban International Clinical Research Site,South Africa,1,-28.8166236,24.991639
Durban International CRS,South Africa,1,-28.8166236,24.991639
Durban University of Technology,South Africa,1,-29.6458441,30.35013207
Durham University Business School,United Kingdom,1,54.7023545,-3.2765753
"DURRIDGE Company, Inc.",United States,1,39.7837304,-100.445882
Dusit Thani College,Thailand,1,13.69730625,100.6487544
Dutch Liver Patients Association,Netherlands,1,52.2434979,5.6343227
D?zce ?niversitesi,Turkey,1,40.90686385,31.18463714
Dynniq,Netherlands,1,52.2434979,5.6343227
D'Youville College,United States,1,42.9028358,-78.89102009
E.G.S Pillay Engineering College,India,1,22.3511148,78.6677428
Ealing Hospital,United Kingdom,1,51.5079242,-0.3471528
EAP Sardenya-IIB Sant Pau,Spain,1,39.3260685,-4.8379791
Earlham Institute,United Kingdom,1,52.6217619,1.219037582
EASL International Liver Foundation,Switzerland,1,46.7985624,8.2319736
East Carolina University,United States,1,35.59189245,-77.36593234
East Cheshire NHS Trust,United Kingdom,1,54.7023545,-3.2765753
East Kent Hospitals University NHS Foundation Trust,United Kingdom,1,54.7023545,-3.2765753
East Lancashire Hospitals NHS Trust,United Kingdom,1,54.7023545,-3.2765753
